Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
1400 Somervell St NE,3 Beds,2 Baths,"1,885 sqft",1961,2 Car Garage,"$274,900",Albuquerque
2737 Kentucky St NE,3 Beds,2 Baths,"1,355 sqft",1952,1 Car Garage,"$235,000",Albuquerque
3223 Grasshopper Dr SW,3 Beds,2 Baths,"1,616 sqft",2006,2 Parking Spaces,"$230,000",Albuquerque
6320 Admiral Rickover Dr NE,3 Beds,2 Baths,"1,850 sqft",No Info,Garage,"$310,000",Albuquerque
11409 Penfield Ln NE,4 Beds,4 Baths,"4,070 sqft",1993,3 Car Garage,"$899,000",Albuquerque
2001 Gold Ave SE #8,1 Bed,1 Bath,"1,008 sqft",1940,No Info,"$192,500",Albuquerque
2317 Ada Pl NE,4 Beds,3 Baths,"2,642 sqft",No Info,Garage,"$499,900",Albuquerque
1304 Lobo Pl NE,2 Beds,1 Bath,"1,175 sqft",1948,No Info,"$295,000",Albuquerque
4612 Athens Dr NE,2 Beds,3 Baths,"2,014 sqft",1970,2 Car Garage,"$285,000",Albuquerque
2327 Stieglitz Ave SE,3 Beds,3 Baths,"2,411 sqft",2013,3 Car Garage,"$430,000",Albuquerque
7516 Ramona Ave NW,5 Beds,3 Baths,"3,183 sqft",2002,Garage,"$425,000",Albuquerque
3525 Haines Ave NE,3 Beds,3 Baths,"2,278 sqft",1959,2 Car Garage,"$439,500",Albuquerque
3304 Black Hills Ct NE,3 Beds,2 Baths,"1,803 sqft",1965,2 Car Garage,"$315,000",Albuquerque
9813 Salem Rd NE,3 Beds,1 Bath,"1,163 sqft",1954,1 Car Garage,"$197,700",Albuquerque
929 Avenida Estrellita NE,4 Beds,3 Baths,"2,293 sqft",1956,2 Car Garage,"$678,000",Albuquerque
8304 Wedgewood Ave NW,3 Beds,3 Baths,"1,702 sqft",1995,2 Car Garage,"$270,000",Albuquerque
6405 Petirrojo Rd NW,4 Beds,4 Baths,"3,304 sqft",No Info,Garage,"$729,900",Albuquerque
2321 Kimo Dr NE,2 Beds,1 Bath,"1,049 sqft",1952,1 Car Garage,"$185,000",Albuquerque
409 General Patch St NE,3 Beds,1 Bath,"1,420 sqft",1951,No Info,"$189,900",Albuquerque
1407 3rd St SW,1 Bed,1 Bath,960 sqft,1940,No Info,"$148,750",Albuquerque
701 3rd St SW,4 Beds,3 Baths,"2,379 sqft",1930,No Info,"$299,900",Albuquerque
1029 Forrester St NW,3 Beds,2 Baths,"1,932 sqft",1921,1 Car Garage,"$308,000",Albuquerque
6916 Black Pine Pl NE,2 Beds,2 Baths,"1,451 sqft",1985,2 Car Garage,"$270,000",Albuquerque
2001 Gold Ave SE #10,1 Bed,1 Bath,"1,000 sqft",No Info,No Info,"$192,500",Albuquerque
8916 Candelaria Rd NE,3 Beds,2 Baths,"1,437 sqft",1952,1 Car Garage,"$245,000",Albuquerque
13516 Deer Trail Pl NE,6 Beds,4 Baths,"5,893 sqft",1994,3 Car Garage,"$975,000",Albuquerque
6218 Mossman Pl NE,3 Beds,3 Baths,"2,486 sqft",1958,2 Car Garage,"$349,900",Albuquerque
2310 Matthew Ave NW,5 Beds,4 Baths,"3,320 sqft",1906,No Info,"$675,000",Albuquerque
9620 Saint Andrews Ct NE,4 Beds,5 Baths,"7,005 sqft",2002,4 Car Garage,"$1,795,000",Albuquerque
9904 Palmer Ct NW,4 Beds,2 Baths,"2,000 sqft",1974,2 Car Garage,"$299,900",Albuquerque
201 San Pablo St NE,3 Beds,3 Baths,"1,230 sqft",1952,No Info,"$149,900",Albuquerque
1007 San Mateo Blvd SE,2 Beds,1 Bath,"1,236 sqft",1950,5 Parking Spaces,"$200,000",Albuquerque
6337 Vista Del Bosque Dr NW,4 Beds,3 Baths,"2,400 sqft",2019,2 Car Garage,"$409,900",Albuquerque
6041 Sequoia Rd NW #C11,2 Beds,2 Baths,"1,050 sqft",1985,1 Carport Spaces,"$129,900",Albuquerque
2800 Vail Ave SE #231,1 Bed,1 Bath,590 sqft,1974,No Info,"$81,999",Albuquerque
2409 Rice Ave NW #B,3 Beds,3 Baths,"2,677 sqft",2008,2 Car Garage,"$475,000",Albuquerque
820 Rio Arriba Ave SE,4 Beds,3 Baths,"2,171 sqft",1972,2 Car Garage,"$340,000",Albuquerque
9900 Palmer Ct NW,3 Beds,2 Baths,"2,046 sqft",1976,No Info,"$280,000",Albuquerque
920 Cardenas Dr SE,3 Beds,2 Baths,"2,112 sqft",1956,2 Car Garage,"$218,000",Albuquerque
1708 Valencia Dr NE,3 Beds,2 Baths,"1,453 sqft",1950,1 Car Garage,"$235,000",Albuquerque
4241 Roma Ave NE,3 Beds,2 Baths,"2,030 sqft",1949,1 Car Garage,"$399,900",Albuquerque
322 Rio Grande Blvd NW,2 Beds,1 Bath,"1,090 sqft",1936,No Info,"$299,000",Albuquerque
901 Alice Ct NE,3 Beds,2 Baths,"1,460 sqft",1974,2 Car Garage,"$250,000",Albuquerque
12208 Victoria Falls Dr NE,3 Beds,2 Baths,"1,950 sqft",1967,2 Car Garage,"$325,000",Albuquerque
2108 Rockingham Ct SE,3 Beds,3 Baths,"2,474 sqft",2012,Garage,"$489,000",Albuquerque
7104 Vista Terraza Dr NW,4 Beds,3 Baths,"2,675 sqft",2010,2 Car Garage,"$389,000",Albuquerque
6304 Blueberry Ln NW,3 Beds,3 Baths,"2,937 sqft",2015,3 Car Garage,"$699,900",Albuquerque
3808 Pennsylvania St NE,3 Beds,2 Baths,"1,741 sqft",1981,2 Car Garage,"$275,000",Albuquerque
7321 Thunderbird Ct NW,7 Beds,3 Baths,"3,566 sqft",1977,No Info,"$275,000",Albuquerque
339 59th St NW,3 Beds,3 Baths,"1,441 sqft",1951,1 Car Garage,"$190,000",Albuquerque
2735 San Pablo St NE,3 Beds,1 Bath,"1,587 sqft",1954,Garage,"$218,144",Albuquerque
8916 Robs Pl NE,4 Beds,4 Baths,"3,615 sqft",2004,2 Car Garage,"$710,000",Albuquerque
4620 Gretta Ct NE,3 Beds,3 Baths,"1,379 sqft",1997,Garage,"$244,000",Albuquerque
9001 Vistas Dr NE,4 Beds,3 Baths,"1,875 sqft",2001,2 Car Garage,"$389,000",Albuquerque
10513 Ralph Ave NE,3 Beds,1 Bath,970 sqft,1954,1 Car Garage,"$170,000",Albuquerque
2918 Manzano St NE,3 Beds,2 Baths,"1,471 sqft",1957,Garage,"$224,900",Albuquerque
5016 Sunningdale Ave NE,4 Beds,2 Baths,"2,234 sqft",1968,2 Car Garage,"$465,000",Albuquerque
18 Lakeshore Dr NE,2 Beds,3 Baths,"1,859 sqft",1972,2 Car Garage,"$235,000",Albuquerque
4651 Idlewilde Ln SE,2 Beds,2 Baths,"1,336 sqft",No Info,1 Car Garage,"$240,000",Albuquerque
6500 Kimmick Dr NW,4 Beds,3 Baths,"3,085 sqft",No Info,3 Car Garage,"$850,000",Albuquerque
7417 Cienega Rd NW,3 Beds,2 Baths,"1,846 sqft",1988,2 Car Garage,"$350,000",Albuquerque
13405 La Arista Pl NE,3 Beds,4 Baths,"4,000 sqft",2006,Garage,"$1,800,000",Albuquerque
8432 Manuel Cia Pl NE,4 Beds,3 Baths,"2,281 sqft",No Info,3 Car Garage,"$425,000",Albuquerque
4901 Indigo Dr NW,3 Beds,3 Baths,"2,188 sqft",1987,No Info,"$339,900",Albuquerque
7105 Luella Anne Dr NE,3 Beds,2 Baths,"1,990 sqft",1976,2 Car Garage,"$389,000",Albuquerque
301 Central Ave NE #306,Studio,1 Bath,950 sqft,1914,No Info,"$199,000",Albuquerque
9219 Lexie Ln NE,5 Beds,5 Baths,"5,331 sqft",2007,3 Car Garage,"$1,235,000",Albuquerque
1518 Wellesley Dr NE,4 Beds,3 Baths,"2,988 sqft",1959,2 Car Garage,"$588,000",Albuquerque
7908 Woodhaven Dr NE,3 Beds,2 Baths,"1,950 sqft",1985,Garage,"$365,000",Albuquerque
3629 Campus Blvd NE,3 Beds,2 Baths,"1,964 sqft",1938,Garage,"$557,500",Albuquerque
8223 Pickard Ave NE,4 Beds,3 Baths,"3,122 sqft",1974,2 Car Garage,"$483,500",Albuquerque
13109 Sunrise Trail Pl NE,3 Beds,3 Baths,"2,769 sqft",1999,2 Car Garage,"$735,000",Albuquerque
2916 3rd St NW,2 Beds,1 Bath,827 sqft,1920,No Info,"$135,000",Albuquerque
12700 Sunset Ridge Pl NE,4 Beds,3 Baths,"2,591 sqft",1998,3 Car Garage,"$560,000",Albuquerque
4335 San Isidro St NW,3 Beds,3 Baths,"2,658 sqft",1965,2 Car Garage,"$499,000",Albuquerque
1401 5th St NW,3 Beds,3 Baths,"2,900 sqft",1906,No Info,"$595,000",Albuquerque
11723 Gallant Fox Rd SE,4 Beds,3 Baths,"2,286 sqft",2007,2 Car Garage,"$325,000",Albuquerque
10213 Malaguena Ln NE,4 Beds,3 Baths,"1,927 sqft",1975,2 Car Garage,"$379,900",Albuquerque
406 Charleston St NE,3 Beds,2 Baths,"1,603 sqft",1952,No Info,"$249,500",Albuquerque
2822 Porto St SW,3 Beds,3 Baths,"2,291 sqft",2007,2 Car Garage,"$240,000",Albuquerque
1400 Somervell St NE,3 Beds,2 Baths,"1,885 sqft",1961,2 Car Garage,"$274,900",Albuquerque
2737 Kentucky St NE,3 Beds,2 Baths,"1,355 sqft",1952,1 Car Garage,"$235,000",Albuquerque
3223 Grasshopper Dr SW,3 Beds,2 Baths,"1,616 sqft",2006,2 Parking Spaces,"$230,000",Albuquerque
6320 Admiral Rickover Dr NE,3 Beds,2 Baths,"1,850 sqft",No Info,Garage,"$310,000",Albuquerque
11409 Penfield Ln NE,4 Beds,4 Baths,"4,070 sqft",1993,3 Car Garage,"$899,000",Albuquerque
2001 Gold Ave SE #8,1 Bed,1 Bath,"1,008 sqft",1940,No Info,"$192,500",Albuquerque
2317 Ada Pl NE,4 Beds,3 Baths,"2,642 sqft",No Info,Garage,"$499,900",Albuquerque
1304 Lobo Pl NE,2 Beds,1 Bath,"1,175 sqft",1948,No Info,"$295,000",Albuquerque
4612 Athens Dr NE,2 Beds,3 Baths,"2,014 sqft",1970,2 Car Garage,"$285,000",Albuquerque
2327 Stieglitz Ave SE,3 Beds,3 Baths,"2,411 sqft",2013,3 Car Garage,"$430,000",Albuquerque
7516 Ramona Ave NW,5 Beds,3 Baths,"3,183 sqft",2002,Garage,"$425,000",Albuquerque
3525 Haines Ave NE,3 Beds,3 Baths,"2,278 sqft",1959,2 Car Garage,"$439,500",Albuquerque
3304 Black Hills Ct NE,3 Beds,2 Baths,"1,803 sqft",1965,2 Car Garage,"$315,000",Albuquerque
9813 Salem Rd NE,3 Beds,1 Bath,"1,163 sqft",1954,1 Car Garage,"$197,700",Albuquerque
929 Avenida Estrellita NE,4 Beds,3 Baths,"2,293 sqft",1956,2 Car Garage,"$678,000",Albuquerque
8304 Wedgewood Ave NW,3 Beds,3 Baths,"1,702 sqft",1995,2 Car Garage,"$270,000",Albuquerque
6405 Petirrojo Rd NW,4 Beds,4 Baths,"3,304 sqft",No Info,Garage,"$729,900",Albuquerque
2321 Kimo Dr NE,2 Beds,1 Bath,"1,049 sqft",1952,1 Car Garage,"$185,000",Albuquerque
409 General Patch St NE,3 Beds,1 Bath,"1,420 sqft",1951,No Info,"$189,900",Albuquerque
1407 3rd St SW,1 Bed,1 Bath,960 sqft,1940,No Info,"$148,750",Albuquerque
701 3rd St SW,4 Beds,3 Baths,"2,379 sqft",1930,No Info,"$299,900",Albuquerque
1029 Forrester St NW,3 Beds,2 Baths,"1,932 sqft",1921,1 Car Garage,"$308,000",Albuquerque
6916 Black Pine Pl NE,2 Beds,2 Baths,"1,451 sqft",1985,2 Car Garage,"$270,000",Albuquerque
2001 Gold Ave SE #10,1 Bed,1 Bath,"1,000 sqft",No Info,No Info,"$192,500",Albuquerque
8916 Candelaria Rd NE,3 Beds,2 Baths,"1,437 sqft",1952,1 Car Garage,"$245,000",Albuquerque
13516 Deer Trail Pl NE,6 Beds,4 Baths,"5,893 sqft",1994,3 Car Garage,"$975,000",Albuquerque
6218 Mossman Pl NE,3 Beds,3 Baths,"2,486 sqft",1958,2 Car Garage,"$349,900",Albuquerque
2310 Matthew Ave NW,5 Beds,4 Baths,"3,320 sqft",1906,No Info,"$675,000",Albuquerque
9620 Saint Andrews Ct NE,4 Beds,5 Baths,"7,005 sqft",2002,4 Car Garage,"$1,795,000",Albuquerque
9904 Palmer Ct NW,4 Beds,2 Baths,"2,000 sqft",1974,2 Car Garage,"$299,900",Albuquerque
201 San Pablo St NE,3 Beds,3 Baths,"1,230 sqft",1952,No Info,"$149,900",Albuquerque
1007 San Mateo Blvd SE,2 Beds,1 Bath,"1,236 sqft",1950,5 Parking Spaces,"$200,000",Albuquerque
6337 Vista Del Bosque Dr NW,4 Beds,3 Baths,"2,400 sqft",2019,2 Car Garage,"$409,900",Albuquerque
6041 Sequoia Rd NW #C11,2 Beds,2 Baths,"1,050 sqft",1985,1 Carport Spaces,"$129,900",Albuquerque
2800 Vail Ave SE #231,1 Bed,1 Bath,590 sqft,1974,No Info,"$81,999",Albuquerque
2409 Rice Ave NW #B,3 Beds,3 Baths,"2,677 sqft",2008,2 Car Garage,"$475,000",Albuquerque
820 Rio Arriba Ave SE,4 Beds,3 Baths,"2,171 sqft",1972,2 Car Garage,"$340,000",Albuquerque
9900 Palmer Ct NW,3 Beds,2 Baths,"2,046 sqft",1976,No Info,"$280,000",Albuquerque
920 Cardenas Dr SE,3 Beds,2 Baths,"2,112 sqft",1956,2 Car Garage,"$218,000",Albuquerque
1708 Valencia Dr NE,3 Beds,2 Baths,"1,453 sqft",1950,1 Car Garage,"$235,000",Albuquerque
4241 Roma Ave NE,3 Beds,2 Baths,"2,030 sqft",1949,1 Car Garage,"$399,900",Albuquerque
322 Rio Grande Blvd NW,2 Beds,1 Bath,"1,090 sqft",1936,No Info,"$299,000",Albuquerque
901 Alice Ct NE,3 Beds,2 Baths,"1,460 sqft",1974,2 Car Garage,"$250,000",Albuquerque
12208 Victoria Falls Dr NE,3 Beds,2 Baths,"1,950 sqft",1967,2 Car Garage,"$325,000",Albuquerque
2108 Rockingham Ct SE,3 Beds,3 Baths,"2,474 sqft",2012,Garage,"$489,000",Albuquerque
7104 Vista Terraza Dr NW,4 Beds,3 Baths,"2,675 sqft",2010,2 Car Garage,"$389,000",Albuquerque
6304 Blueberry Ln NW,3 Beds,3 Baths,"2,937 sqft",2015,3 Car Garage,"$699,900",Albuquerque
3808 Pennsylvania St NE,3 Beds,2 Baths,"1,741 sqft",1981,2 Car Garage,"$275,000",Albuquerque
Pajarito Mesa,,,,,,"$13,000",Albuquerque
1110 Truman St SE,3 Beds,2 Baths,"1,928 sqft",1954,No Info,"$333,500",Albuquerque
9504 Seabrook Dr NE,5 Beds,4 Baths,"4,913 sqft",1987,3 Car Garage,"$925,000",Albuquerque
7612 Wells Fargo Trl NW,3 Beds,2 Baths,"1,900 sqft",1986,2 Car Garage,"$330,000",Albuquerque
5000 Grey Hawk Ct NW,4 Beds,5 Baths,"5,305 sqft",2001,3 Car Garage,"$1,795,000",Albuquerque
6827 Glenturret Way NE,4 Beds,4 Baths,"3,038 sqft",2006,2 Car Garage,"$437,900",Albuquerque
1033 Forrester Ave NW,Studio,,600 sqft,1977,No Info,"$205,000",Albuquerque
7600 La Mariposa Pl NE,3 Beds,2 Baths,"1,511 sqft",No Info,2 Car Garage,"$345,000",Albuquerque
1004 Lynch Ct NW,4 Beds,2 Baths,"2,021 sqft",1956,2 Carport Spaces,"$315,000",Albuquerque
9101 Meriwether Ave NE,4 Beds,3 Baths,"2,631 sqft",1989,3 Car Garage,"$464,900",Albuquerque
505 Jackson St SE,2 Beds,1 Bath,870 sqft,1951,1 Car Garage,"$199,000",Albuquerque
5116 Lomas De Atrisco Rd NW,3 Beds,3 Baths,"2,470 sqft",1999,3 Car Garage,"$395,000",Albuquerque
1644 Griegos Rd NW,2 Beds,1 Bath,786 sqft,1954,No Info,"$240,000",Albuquerque
9401 River Stone Rd SW,3 Beds,2 Baths,"1,820 sqft",2004,1 Car Garage,"$220,000",Albuquerque
Tifton Walk Plan in Mesa del Sol by Pulte Homes,3 Beds,2 Baths,"1,968 sqft",2021,No Info,"$355,990+",Albuquerque
1506 William St SE,1 Bed,1 Bath,670 sqft,1926,No Info,"$119,900",Albuquerque
7312 Hawthorn Ave NE,3 Beds,2 Baths,"2,509 sqft",2004,3 Car Garage,"$543,000",Albuquerque
1117 Louisiana Blvd SE,2 Beds,1 Bath,"2,472 sqft",1978,4 Parking Spaces,"$346,027",Albuquerque
1021 21st St NW,3 Beds,2 Baths,"2,038 sqft",1950,Garage,"$599,000",Albuquerque
1125 Florida St SE,3 Beds,2 Baths,"1,245 sqft",1954,1 Car Garage,"$205,000",Albuquerque
6608 Ladrillo Pl NE,3 Beds,2 Baths,"1,995 sqft",2003,2 Car Garage,"$399,000",Albuquerque
Guadalupe Plan in Volterra Village by LGI Homes,3 Beds,3 Baths,"1,609 sqft",2021,Garage,"$295,900+",Albuquerque
8700 Desert Dawn Dr NE,3 Beds,3 Baths,"2,721 sqft",2004,Garage,"$510,000",Albuquerque
5304 Summer Ave NE,2 Beds,1 Bath,"3,700 sqft",1949,No Info,"$450,000",Albuquerque
4204 Vida Verde Ln NE,3 Beds,3 Baths,"1,577 sqft",2018,2 Car Garage,"$339,000",Albuquerque
227 San Clemente Ave NW,4 Beds,2 Baths,"1,999 sqft",2021,1 Car Garage,"$341,990",Albuquerque
9512 Snowheights Blvd NE,4 Beds,3 Baths,"1,843 sqft",1956,Garage,"$310,000",Albuquerque
4645 Gibson Blvd SE,3 Beds,2 Baths,"1,569 sqft",1948,2 Carport Spaces,"$285,000",Albuquerque
117 Richmond Dr SE,1 Bed,1 Bath,"8,042 sqft",2006,No Info,"$2,631,705",Albuquerque
Patagonia Plan in Petroglyph Estates by Pulte Homes,3 Beds,3 Baths,"3,139 sqft",2021,No Info,"$574,990+",Albuquerque
1920 Broadway Blvd SE,2 Beds,1 Bath,,1962,No Info,"$245,000",Albuquerque
8804 Eagle Feather Dr NE,4 Beds,3 Baths,"1,798 sqft",2005,2 Car Garage,"$399,990",Albuquerque
1990 1/2 Cherokee Rd NW,,,,,,"$175,000",Albuquerque
Manzanita Plan in Inspiration - Peak Series by Pulte Homes,3 Beds,2 Baths,"1,997 sqft",2021,No Info,"$378,990+",Albuquerque
1301 Iron Ave SW,2 Beds,2 Baths,,1916,No Info,"$355,000",Albuquerque
Firwood Plan in Inspiration - Apex Series by Pulte Homes,4 Beds,3 Baths,"2,684 sqft",2021,No Info,"$388,990+",Albuquerque
1600 Taos Mountain Way NW,5 Beds,3 Baths,"2,932 sqft",2021,Garage,"$464,297",Albuquerque
4208 Vida Verde Ln NE,3 Beds,3 Baths,"1,577 sqft",2019,2 Car Garage,"$339,000",Albuquerque
1001 Florida St SE,3 Beds,2 Baths,"1,750 sqft",1952,2 Carport Spaces,"$205,000",Albuquerque
134 Rhode Island St SE,2 Beds,1 Bath,"3,000 sqft",1980,No Info,"$299,900",Albuquerque
8715 Woodland Ave NE,4 Beds,3 Baths,"2,300 sqft",1952,1 Carport Spaces,"$359,900",Albuquerque
1169 Jenaro St SW,4 Beds,2 Baths,"1,450 sqft",1972,No Info,"$220,000",Albuquerque
334 Truman St NE,1 Bed,1 Bath,"1,545 sqft",1952,2 Parking Spaces,"$225,000",Albuquerque
12516 Mountain Ridge Pl NE,4 Beds,3 Baths,"2,236 sqft",1998,2 Car Garage,"$399,000",Albuquerque
9224 Sugar Creek Ln NW,2 Beds,3 Baths,"2,539 sqft",2020,2 Car Garage,"$575,000",Albuquerque
5511 Gallegos Rd SW,2 Beds,1 Bath,800 sqft,No Info,No Info,"$120,000",Albuquerque
8805 Silver Oak Ln NE,4 Beds,4 Baths,"3,315 sqft",2021,3 Car Garage,"$829,900",Albuquerque
11305 San Jacinto Ave NE,3 Beds,1 Bath,"1,350 sqft",1959,1 Car Garage,"$210,000",Albuquerque
3428 Anderson Ave SE,3 Beds,1 Bath,"1,275 sqft",1950,Garage,"$278,900",Albuquerque
604 California St SE,2 Beds,1 Bath,"2,209 sqft",1952,Garage,"$225,000",Albuquerque
8325 La Camila Rd NE,3 Beds,2 Baths,"2,015 sqft",1959,Garage,"$299,900",Albuquerque
3810 San Isidro St NW,3 Beds,2 Baths,"1,450 sqft",1993,Garage,"$450,000",Albuquerque
5547 Rabadi Castle Ave NW,3 Beds,3 Baths,"1,887 sqft",2002,2 Car Garage,"$279,500",Albuquerque
9340 Layton Loop NE,3 Beds,3 Baths,"2,441 sqft",1985,2 Car Garage,"$475,000",Albuquerque
12912 Eastridge Dr NE,4 Beds,3 Baths,"2,020 sqft",1974,2 Car Garage,"$330,000",Albuquerque
400 Central Ave SE #301,2 Beds,2 Baths,"1,500 sqft",2004,No Info,"$300,000",Albuquerque
1505 3rd St NW,2 Beds,2 Baths,"1,350 sqft",1905,No Info,"$194,000",Albuquerque
1321 Columbia Dr NE,3 Beds,1 Bath,993 sqft,1949,1 Car Garage,"$245,000",Albuquerque
500 Cilantro Ln NW,3 Beds,3 Baths,"2,809 sqft",2003,3 Car Garage,"$699,900",Albuquerque
11504 Zinfandel Ave NE,5 Beds,5 Baths,"7,804 sqft",1994,3.5 Car Garage,"$1,675,000",Albuquerque
9227 Mills Canyon Rd NW,4 Beds,4 Baths,"2,667 sqft",2018,2 Car Garage,"$495,000",Albuquerque
4903 Idlewilde Ln SE,3 Beds,2 Baths,"1,772 sqft",1949,1 Car Garage,"$369,900",Albuquerque
8415 Petaluma Dr NE,4 Beds,3 Baths,"2,738 sqft",1995,3 Car Garage,"$564,900",Albuquerque
8501 Murrelet Dr NE,3 Beds,3 Baths,"1,980 sqft",1998,2 Car Garage,"$369,000",Albuquerque
11208 Miravista Pl SE,3 Beds,2 Baths,"1,371 sqft",2002,Garage,"$220,000",Albuquerque
4732 Trumbull Ave SE,4 Beds,3 Baths,"2,741 sqft",1950,1 Car Garage,"$349,000",Albuquerque
401 Central Ave NE #305,Studio,2 Baths,"1,332 sqft",2004,No Info,"$235,000",Albuquerque
7504 Desert Eagle Rd NE,4 Beds,3 Baths,"2,588 sqft",2003,Garage,"$487,500",Albuquerque
11209 Paseo Del Oso NE,3 Beds,3 Baths,"1,800 sqft",1984,Garage,"$335,000",Albuquerque
14000 Sunglow Rd NE,4 Beds,3 Baths,"2,956 sqft",1973,Garage,"$479,000",Albuquerque
1617 McDonald Rd NW,4 Beds,3 Baths,"3,177 sqft",1970,2 Car Garage,"$529,000",Albuquerque
4212 Vida Verde Ln NE,2 Beds,3 Baths,"1,220 sqft",2017,1 Car Garage,"$280,000",Albuquerque
2700 Louisiana Blvd NE,3 Beds,2 Baths,"1,673 sqft",1955,1 Car Garage,"$264,800",Albuquerque
3214 Purdue Pl NE,1 Bed,1 Bath,"2,899 sqft",1946,No Info,"$550,000",Albuquerque
1117 Roma Ave NE,5 Beds,2 Baths,"1,923 sqft",No Info,Garage,"$475,000",Albuquerque
12412 Prospect Ave NE,3 Beds,3 Baths,"2,533 sqft",1977,2 Car Garage,"$335,000",Albuquerque
1700 Alpine Meadows Ln NW,4 Beds,4 Baths,"3,491 sqft",2021,Garage,"$591,766",Albuquerque
8711 Delamar Ave NE,5 Beds,3 Baths,"3,223 sqft",1967,2 Car Garage,"$475,000",Albuquerque
10509 Royal Troon NE,5 Beds,6 Baths,"5,557 sqft",1993,2 Car Garage,"$925,000",Albuquerque
7215 Desert Sun Rd NE,4 Beds,4 Baths,"3,220 sqft",2005,Garage,"$489,900",Albuquerque
Hewitt Plan in Inspiration - Apex Series by Pulte Homes,3 Beds,2 Baths,"1,730 sqft",2021,No Info,"$345,990+",Albuquerque
Preston Plan in Inspiration - Peak Series by Pulte Homes,4 Beds,3 Baths,"2,862 sqft",2021,No Info,"$433,990+",Albuquerque
514 Lewis Ave SE,,,,,,"$39,000",Albuquerque
637 Charleston St SE,1 Bed,1 Bath,"2,210 sqft",1964,4 Parking Spaces,"$260,000",Albuquerque
6412 Papagayo Rd NW,,,,,,"$155,000",Albuquerque
1420 5th St NW,,,,,,"$350,000",Albuquerque
Moqui St NW,,,,,,"$249,000",Albuquerque
Villa Real T7a U9 Vc Rd,,,,,,"$378,660",Albuquerque
6300 Blueberry Ln NW,,,,,,"$150,000",Albuquerque
San Francisco Dr NE,,,,,,"$300,000",Albuquerque
11922 Candelaria Rd NE,,,,,,"$219,900",Albuquerque
7104 Vivian Dr NE,3 Beds,3 Baths,"2,413 sqft",No Info,3 Car Garage,"$349,900",Albuquerque
1821 Alvarado Dr NE,1 Bed,1 Bath,"1,543 sqft",1956,No Info,"$219,900",Albuquerque
Journey Plan in Del Webb at Mirehaven by Del Webb,2 Beds,3 Baths,"2,504 sqft",2021,No Info,"$487,990+",Albuquerque
1523 Borrego Dr SE,4 Beds,3 Baths,"1,959 sqft",2021,2 Car Garage,"$321,900",Albuquerque
Stella Plan in Inspiration - Peak Series by Pulte Homes,3 Beds,2 Baths,"2,189 sqft",2021,No Info,"$390,990+",Albuquerque
Brownstone Plan in Mesa del Sol by Pulte Homes,2 Beds,2 Baths,"1,631 sqft",2021,No Info,"$330,990+",Albuquerque
148 Fernleaf Ct NW,4 Beds,3 Baths,"2,040 sqft",No Info,Garage,"$518,990",Albuquerque
2129 Coal Ave SE,,1 Bath,"5,138 sqft",1930,No Info,"$669,070",Albuquerque
1808 Bluffside Dr NW,,,,,,"$105,000",Albuquerque
4916 Cresta Del Sur Ct NE,,,,,,"$350,000",Albuquerque
100 Gold Ave SE #505,2 Beds,2 Baths,"1,670 sqft",2006,1 Car Garage,"$880,000",Albuquerque
3575 Sequoia Pl NW,,,,,,"$239,000",Albuquerque
1756 Cliffside Dr NW,,,,,,"$200,000",Albuquerque
7221 E Zia View Ct NW,,,,,,"$350,000",Albuquerque
1600 Alpine Meadows Ln NW,3 Beds,3 Baths,"2,537 sqft",2021,Garage,"$521,564",Albuquerque
Catalina Plan in Inspiration - Peak Series by Pulte Homes,3 Beds,2 Baths,"2,669 sqft",2021,No Info,"$464,990+",Albuquerque
13509 Deer Trail Pl NE,,,,,,"$119,900",Albuquerque
Sanctuary Plan in Del Webb at Mirehaven by Del Webb,2 Beds,2 Baths,"1,708 sqft",2021,No Info,"$418,990+",Albuquerque
142 40th St SW,,,,,,"$150,000",Albuquerque
Vista Vieja Was Gila T18au9 V Vista Vieja Ave,,,,,,"$117,000",Albuquerque
Rincon Plan in Volterra Village by LGI Homes,4 Beds,3 Baths,"1,959 sqft",2021,Garage,"$333,900+",Albuquerque
9119 Blue Meadow Trl SW,3 Beds,3 Baths,"2,385 sqft",2006,2 Car Garage,"$359,900",Albuquerque
Haven Plan in Del Webb at Mirehaven by Del Webb,2 Beds,2 Baths,"1,883 sqft",2021,No Info,"$428,990+",Albuquerque
4023 Silvery Minnow Pl NW,,,,,,"$250,000",Albuquerque
Endeavor Plan in Del Webb at Mirehaven by Del Webb,2 Beds,3 Baths,"2,463 sqft",2021,No Info,"$477,990+",Albuquerque
Tabira Rd NW,,,,,,"$60,000",Albuquerque
5619 Kimberlite Dr NW,,,,,,"$143,000",Albuquerque
1414 Broadway Blvd SE,,,,,,"$125,000",Albuquerque
752 Menaul Blvd NW,,,,,,"$99,500",Albuquerque
3007 Florida St NE,3 Beds,2 Baths,"1,921 sqft",1955,1 Car Garage,"$299,000",Albuquerque
The Multi-Gen Plan in Petroglyph Estates by D.R. Horton - Albuquerque,4 Beds,4 Baths,"2,482 sqft",2021,No Info,"$571,990+",Albuquerque
1505 Yale Blvd SE,,,,,,"$200,000",Albuquerque
1616 Mammoth Way NW,3 Beds,3 Baths,"2,383 sqft",2021,Garage,"$462,015",Albuquerque
