Bedroom,Bathroom,Sqft,Price,Parking,Address,Yearbuild
1 Bed,1 Bath,672 sqft,"$439,000",Carport,"3672 Clairemont Dr #2CSan Diego, CA 92117",1982
2 Beds,2 Baths,"1,161 sqft","$744,000",1 Car Garage,"700 W East St #1105San Diego, CA 92101",2007
2 Beds,2 Baths,"1,096 sqft","$420,000",Garage,"12575 Oaks North Dr #124San Diego, CA 92128",1977
4 Beds,3 Baths,,"$699,000",No Info,"3710-3710 N 45th StSan Diego, CA 92102",1928
2 Beds,2 Baths,"1,000 sqft","$697,000",Garage,"701 Kettner Blvd #189San Diego, CA 92101",1985
2 Beds,1 Bath,800 sqft,"$699,000",1 Parking Spaces,"804 Vanderbilt PlSan Diego, CA 92103",1947
3 Beds,2 Baths,"1,200 sqft","$759,500",2 Car Garage,"3541 Marathon DrSan Diego, CA 92123",1960
2 Beds,2 Baths,"1,937 sqft","$2,898,000",1 Parking Spaces,"939 Coast Blvd #12BLa Jolla, CA 92037",1966
5 Beds,4 Baths,"4,137 sqft","$2,100,000",2 Car Garage,"10977 La Alberca AveSan Diego, CA 92127",2001
3 Beds,3 Baths,"1,702 sqft","$535,010+",No Info,"Plan 3 in Marea by Tri Pointe HomesSan Diego, CA 92154",2021
3 Beds,3 Baths,"1,680 sqft","$1,170,000",2 Car Garage,"4121 Galt StSan Diego, CA 92117",1960
2 Beds,2 Baths,"1,088 sqft","$525,000",Garage,"2451 Chicago St #12San Diego, CA 92110",1979
3 Beds,2 Baths,"2,041 sqft","$4,400,000",Garage,"100 Coast Blvd #209La Jolla, CA 92037",1976
5 Beds,4 Baths,"3,271 sqft","$1,879,100",2 Car Garage,"2201 Commonwealth AveSan Diego, CA 92104",2000
Studio,1 Bath,435 sqft,"$285,000",1 Parking Spaces,"4477 Mentone St #106San Diego, CA 92107",1968
4 Beds,2 Baths,"1,461 sqft","$886,000",2 Car Garage,"6702 Rockglen AveSan Diego, CA 92111",1961
Studio,1 Bath,311 sqft,"$280,000",None,"207 5th Ave #911San Diego, CA 92101",2008
2 Beds,1 Bath,672 sqft,"$779,000",Garage,"3669 Orange AveSan Diego, CA 92104",1925
5 Beds,3 Baths,"1,756 sqft","$730,000",2 Car Garage,"3571 Forest Glen RdSan Diego, CA 92154",1978
4 Beds,2 Baths,"1,496 sqft","$890,000",Garage,"4711-13 Kleefeld AveSan Diego, CA 92117",1954
4 Beds,3 Baths,"2,138 sqft","$899,000",2 Car Garage,"8454 Aries RdSan Diego, CA 92126",1971
2 Beds,2 Baths,"1,036 sqft","$899,000",Garage,"555 Front St #301San Diego, CA 92101",2002
3 Beds,2 Baths,"1,040 sqft","$769,000",2 Car Garage,"8187 Santa Arminta AveSan Diego, CA 92126",1970
3 Beds,2 Baths,"1,183 sqft","$459,000",1 Parking Spaces,"6860 Quebec Ct #4San Diego, CA 92139",1980
4 Beds,2 Baths,"1,296 sqft","$825,000",2 Car Garage,"2409 Fleetwood StSan Diego, CA 92111",1967
2 Beds,2 Baths,"1,026 sqft","$899,000",Garage,"3322-24 Nile StSan Diego, CA 92104",1951
3 Beds,3 Baths,"2,500 sqft","$2,995,000",2 Car Garage,"7847 Lookout DrLa Jolla, CA 92037",1948
2 Beds,2 Baths,944 sqft,"$659,000",Carport,"12575 Ruette Alliante #161San Diego, CA 92130",1997
3 Beds,3 Baths,"1,584 sqft","$720,000",2 Car Garage,"5434 Rebolla LnSan Diego, CA 92124",1979
3 Beds,2 Baths,"1,428 sqft","$725,000",Garage,"3853 Boren StSan Diego, CA 92115",1951
1 Bed,2 Baths,"1,240 sqft","$675,000",2 Parking Spaces,"1501 India St #303San Diego, CA 92101",2001
2 Beds,2 Baths,"2,108 sqft","$115,000",2 Carport Spaces,"3340 Del Sol Blvd #188San Diego, CA 92154",1978
Studio,1 Bath,311 sqft,"$279,900",Garage,"207 5th Ave #508San Diego, CA 92101",2007
3 Beds,2 Baths,"1,224 sqft","$489,000",1 Carport Spaces,"2872 Casey St #ASan Diego, CA 92139",1981
4 Beds,2 Baths,"1,496 sqft","$889,000",2 Car Garage,"6591 Bantam Lake AveSan Diego, CA 92119",1964
4 Beds,2 Baths,"1,700 sqft","$769,000",Garage,"3741-3741A & 3741b 52nd StSan Diego, CA 92105",1950
2 Beds,2 Baths,"1,081 sqft","$585,000",Garage,"6231 Caminito JuanicoSan Diego, CA 92111",1973
2 Beds,2 Baths,"1,341 sqft","$785,000",2 Car Garage,"4283 Cleveland AveSan Diego, CA 92103",2005
2 Beds,1 Bath,750 sqft,"$689,000",1 Parking Spaces,"1818 Diamond StSan Diego, CA 92109",1979
3 Beds,4 Baths,"2,466 sqft","$3,599,000",Garage,"165 6th Ave #2704San Diego, CA 92101",2004
6 Beds,6 Baths,"6,090 sqft","$3,349,000",4 Car Garage,"16795 Calle HermosaSan Diego, CA 92127",2000
4 Beds,3 Baths,"1,828 sqft","$715,000",2 Car Garage,"1448 Green Bay StSan Diego, CA 92154",1980
3 Beds,2 Baths,"1,800 sqft","$3,588,888",2 Car Garage,"939 Coast Blvd #101La Jolla, CA 92037",1997
2 Beds,3 Baths,"1,202 sqft","$875,000",2 Car Garage,"3762 Mykonos Ln #90San Diego, CA 92130",2002
5 Beds,7 Baths,"6,677 sqft","$6,900,000",3 Car Garage,"7191 Encelia DrLa Jolla, CA 92037",2000
4 Beds,2 Baths,"1,767 sqft","$694,800",2 Car Garage,"8192 Brennan StSan Diego, CA 92114",1956
8 Beds,4 Baths,"2,174 sqft","$1,249,000",Attached Garage,"2921 Murat StSan Diego, CA 92117",1976
6 Beds,3 Baths,"2,220 sqft","$859,000",No Info,"3167 Market StSan Diego, CA 92102",1950
5 Beds,4 Baths,"3,903 sqft","$4,290,000",2 Car Garage,"12991 Via EsperiaDel Mar, CA 92014",1990
3 Beds,2 Baths,"1,316 sqft","$925,000",2 Car Garage,"850 Beech St #614San Diego, CA 92101",2003
3 Beds,2 Baths,,"$1,325,000",Open Parking,"3933-35 Arizona StSan Diego, CA 92104",1926
4 Beds,2 Baths,"1,350 sqft","$1,499,000",No Info,"3116-18 Macaulay StSan Diego, CA 92106",1951
3 Beds,2 Baths,"1,700 sqft","$1,450,000",2 Car Garage,"2488 Azure Coast DrLa Jolla, CA 92037",1977
5 Beds,3 Baths,"3,190 sqft","$3,335,000",2 Car Garage,"6334 La Pintura DrLa Jolla, CA 92037",1958
2 Beds,3 Baths,"1,650 sqft","$1,035,000",2 Car Garage,"1443 Locust StSan Diego, CA 92106",2007
5 Beds,3 Baths,"1,900 sqft","$2,399,999",3 Open Spaces,"804 Ensenada CtSan Diego, CA 92109",1978
1 Bed,1 Bath,506 sqft,"$300,000",Carport,"6376 Rancho Mission Rd #414San Diego, CA 92108",1978
4 Beds,4 Baths,"1,765 sqft","$1,500,000",Garage,"1700 National AveSan Diego, CA 92113",2008
2 Beds,2 Baths,935 sqft,"$799,999",Garage,"3100 6th Ave #305San Diego, CA 92103",2013
2 Beds,1 Bath,810 sqft,"$660,900",1 Car Garage,"6005 Malcolm DrSan Diego, CA 92115",1950
5 Beds,4 Baths,"3,440 sqft","$2,150,000",2 Car Garage,"1344 Monitor RdSan Diego, CA 92110",1998
4 Beds,2 Baths,"1,933 sqft","$1,180,000",Garage,"2736 Felton StSan Diego, CA 92104",1941
27 Beds,21 Baths,,"$6,900,000",Garage,"4930 W Point Loma BlvdSan Diego, CA 92107",1995
4 Beds,5 Baths,"4,715 sqft","$3,795,000",Garage,"2500 6th Ave #7San Diego, CA 92103",2005
7 Beds,4 Baths,"1,847 sqft","$748,000",No Info,"3920 T StSan Diego, CA 92113",1953
4 Beds,2 Baths,"1,510 sqft","$784,900",Garage,"2836-2838 Fairmount AveSan Diego, CA 92105",1970
2 Beds,2 Baths,"1,696 sqft","$280,000",3 Carport Spaces,"6460 Convoy Ct #322San Diego, CA 92117",1977
3 Beds,2 Baths,"1,529 sqft","$799,900",Garage,"5181 Abuela DrSan Diego, CA 92124",1973
,,,"$2,185,000",No Info,"4705 Point Loma AveSan Diego, CA 92107",No Info
4 Beds,4 Baths,"2,187 sqft","$962,405+",No Info,"Plan 3 in Palmer at 3 Roots by Shea Homes-FamilySan Diego, CA 92126",2021
4 Beds,2 Baths,"1,378 sqft","$660,000",2 Car Garage,"5615 Dwight StSan Diego, CA 92105",1965
2 Beds,3 Baths,"1,874 sqft","$799,000",2 Car Garage,"4831 Ocana PlSan Diego, CA 92124",1980
3 Beds,2 Baths,"1,225 sqft","$595,000",Garage,"18638 Caminito Cantilena #273San Diego, CA 92128",1993
2 Beds,3 Baths,"1,310 sqft","$488,551+",No Info,"Plan 1 in Solmar by Tri Pointe HomesSan Diego, CA 92154",2021
3 Beds,3 Baths,"1,430 sqft","$1,289,000",Garage,"3576-78 33rd StSan Diego, CA 92104",1927
2 Beds,2 Baths,888 sqft,"$629,000",Garage,"2825 3rd Ave #407San Diego, CA 92103",1988
1 Bed,1 Bath,431 sqft,"$330,000",Garage,"207 5th Ave #544San Diego, CA 92101",2007
1 Bed,1 Bath,689 sqft,"$449,995",1 Car Garage,"101 Market St S #212San Diego, CA 92101",2002
4 Beds,3 Baths,"2,378 sqft","$799,000",Garage,"249 Ritchey StSan Diego, CA 92114",1990
5 Beds,6 Baths,"3,300 sqft","$1,799,000",No Info,"2158-60 Balboa AveSan Diego, CA 92109",1953
7 Beds,6 Baths,"3,400 sqft","$940,000",No Info,"3645-47 Fairmount AveSan Diego, CA 92105",1957
1 Bed,2 Baths,930 sqft,"$514,000+",No Info,"Plan 1Y in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
3 Beds,1 Bath,"1,066 sqft","$1,200,000",Open Parking,"3853 8th AveSan Diego, CA 92103",1908
2 Beds,2 Baths,"1,227 sqft","$449,000",Garage,"3890 Nobel Dr #908San Diego, CA 92122",1992
3 Beds,2 Baths,"1,175 sqft","$775,000",1 Car Garage,"6272 Amber Lake AveSan Diego, CA 92119",1957
5 Beds,5 Baths,"3,990 sqft","$2,025,000",3 Car Garage,"15270 Falcon Crest CtSan Diego, CA 92127",2003
2 Beds,2 Baths,"1,138 sqft","$629,000",1 Car Garage,"16429 Sarape DrSan Diego, CA 92128",1965
4 Beds,5 Baths,"4,765 sqft","$5,295,000",Garage,"7682 Hillside DrLa Jolla, CA 92037",2005
3 Beds,2 Baths,"1,279 sqft","$689,000",Garage,"6767 Friars Rd #145San Diego, CA 92108",1979
1 Bed,1 Bath,845 sqft,"$529,000",1 Car Garage,"1501 Front St #514San Diego, CA 92101",2004
4 Beds,3 Baths,"2,591 sqft","$1,995,000",Garage,"4460 Cape May AveSan Diego, CA 92107",2005
4 Beds,3 Baths,"2,301 sqft","$900,000",3 Car Garage,"6275 Lake Apopka PlSan Diego, CA 92119",1969
4 Beds,4 Baths,"2,312 sqft","$997,490+",No Info,"Plan 4 in Palmer at 3 Roots by Shea Homes-FamilySan Diego, CA 92126",2021
2 Beds,3 Baths,"1,565 sqft","$995,000",Garage,"2883 B StSan Diego, CA 92102",2020
4 Beds,3 Baths,"1,558 sqft","$805,000",Carport,"10704 Esmeraldas DrSan Diego, CA 92124",1973
1 Bed,2 Baths,"1,036 sqft","$798,888",Garage,"100 Harbor Dr #605San Diego, CA 92101",1992
4 Beds,2 Baths,"1,640 sqft","$1,450,000",1 Car Garage,"4860 W Alder DrSan Diego, CA 92116",1950
1 Bed,1 Bath,845 sqft,"$525,000",Garage,"1501 Front St #410San Diego, CA 92101",2004
2 Beds,1 Bath,"1,236 sqft","$595,000",Open Parking,"3764 Boren StSan Diego, CA 92115",1951
2 Beds,2 Baths,966 sqft,"$429,000",1 Parking Spaces,"3815 Van Dyke Ave #1San Diego, CA 92105",1980
1 Bed,1 Bath,920 sqft,"$629,000",Garage,"721 9th Ave #6San Diego, CA 92101",1999
2 Beds,1 Bath,"1,009 sqft","$749,000",Garage,"4581 Toledo DrSan Diego, CA 92115",1951
3 Beds,2 Baths,"1,134 sqft","$930,000",2 Car Garage,"7666 Caffey LnSan Diego, CA 92126",1985
4 Beds,2 Baths,"1,506 sqft","$875,000",2 Car Garage,"5872 Fontaine StSan Diego, CA 92120",1966
3 Beds,2 Baths,"2,065 sqft","$1,875,000",1 Car Garage,"3051 2nd AveSan Diego, CA 92103",1909
2 Beds,2 Baths,"1,122 sqft","$2,695,000",1 Car Garage,"1780 Avenida Del Mundo #608Coronado, CA 92118",1977
1 Bed,2 Baths,"1,273 sqft","$649,900",Garage,"301 W G St #416San Diego, CA 92101",2003
2 Beds,2 Baths,"1,457 sqft","$552,900",Garage,"12132 Royal Birkdale Row #106-ESan Diego, CA 92128",1987
5 Beds,3 Baths,"2,118 sqft","$1,075,000",2 Car Garage,"7631 Rowena StSan Diego, CA 92119",1972
6 Beds,3 Baths,"2,400 sqft","$750,000",1 Car Garage,"735 Flicker StSan Diego, CA 92114",1955
4 Beds,2 Baths,"2,575 sqft","$1,195,000",No Info,"1717-1719 Granada AveSan Diego, CA 92102",1958
3 Beds,2 Baths,"1,639 sqft","$1,196,000",2 Car Garage,"700 W Harbor Dr #104San Diego, CA 92101",2004
4 Beds,3 Baths,"2,622 sqft","$1,895,000",2 Car Garage,"2221 Hartford StSan Diego, CA 92110",1962
3 Beds,4 Baths,"2,000 sqft","$1,695,000",Garage,"4350 Cleveland AveSan Diego, CA 92103",2002
2 Beds,3 Baths,"1,334 sqft","$639,000",1 Open Spaces,"6855 Friars Rd #24San Diego, CA 92108",1965
3 Beds,4 Baths,"2,765 sqft","$2,050,000",Garage,"2862 6th Ave #102San Diego, CA 92103",2018
3 Beds,2 Baths,"1,738 sqft","$925,000",2 Car Garage,"6626 Tuxedo RdSan Diego, CA 92119",1980
4 Beds,3 Baths,"3,414 sqft","$7,400,000",2 Car Garage,"1780 La Jolla Rancho RdLa Jolla, CA 92037",1951
2 Beds,2 Baths,"1,748 sqft","$1,595,000",Garage,"1262 Kettner Blvd #1704San Diego, CA 92101",2008
3 Beds,2 Baths,"1,127 sqft","$630,000",2 Parking Spaces,"9342 Twin Trails Dr #203San Diego, CA 92129",1987
6 Beds,5 Baths,"3,062 sqft","$1,495,000",2 Car Garage,"4938 Cresita DrSan Diego, CA 92115",1951
3 Beds,2 Baths,"1,675 sqft","$1,249,000",2 Car Garage,"1205 Pacific Hwy #906San Diego, CA 92101",2005
5 Beds,3 Baths,"2,080 sqft","$1,350,000",2 Car Garage,"4350 Mount Abernathy AveSan Diego, CA 92117",1973
3 Beds,3 Baths,"2,089 sqft","$1,499,000",Garage,"1325 Pacific Hwy #315San Diego, CA 92101",2009
5 Beds,4 Baths,"2,516 sqft","$1,399,900",2 Car Garage,"4238 4th AveSan Diego, CA 92103",2019
,,,"$200,000",No Info,"564 S 66th St #34San Diego, CA 92114",No Info
2 Beds,2 Baths,"1,000 sqft","$575,000",2 Car Garage,"5615 Caminito KaterinaSan Diego, CA 92111",1973
1 Bed,1 Bath,626 sqft,"$299,000",Carport,"6675 Mission Gorge Rd #A307San Diego, CA 92120",1976
2 Beds,1 Bath,"1,268 sqft","$683,000",1 Car Garage,"5170 Bocaw PlSan Diego, CA 92115",1954
4 Beds,2 Baths,"1,817 sqft","$1,250,000",2 Car Garage,"4575 La Cuenta DrSan Diego, CA 92124",1978
4 Beds,4 Baths,,"$799,000",No Info,"2771 Logan AveSan Diego, CA 92113",1961
1 Bed,1 Bath,738 sqft,"$425,000",1 Car Garage,"550 Park Blvd #2306San Diego, CA 92101",2004
2 Beds,1 Bath,950 sqft,"$195,000",3 Carport Spaces,"6460 Convoy Ct #12San Diego, CA 92117",1965
2 Beds,3 Baths,"1,432 sqft","$749,000",2 Car Garage,"7855 Via Belfiore #2San Diego, CA 92129",2003
2 Beds,1 Bath,805 sqft,"$599,900",1 Parking Spaces,"2045 Oliver AveSan Diego, CA 92109",1958
2 Beds,4 Baths,"1,618 sqft","$724,885+",No Info,"Plan 2 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
3 Beds,2 Baths,"1,853 sqft","$2,599,000",2 Car Garage,"964 Candlelight PlLa Jolla, CA 92037",1958
3 Beds,3 Baths,"2,000 sqft","$2,250,000",Open Parking,"6117 La Jolla BlvdLa Jolla, CA 92037",1952
2 Beds,2 Baths,"1,122 sqft","$900,000",No Info,"3550-3552 Meade AveSan Diego, CA 92116",1936
3 Beds,3 Baths,"1,455 sqft","$704,692+",No Info,"Plan 2 in Asana at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
2 Beds,2 Baths,"1,052 sqft","$565,000",1 Carport Spaces,"9886 Scripps Westview Way #280San Diego, CA 92131",1984
Studio,1 Bath,337 sqft,"$275,000",No Info,"207 5th Ave #826San Diego, CA 92101",2008
3 Beds,2 Baths,"1,489 sqft","$888,000",Garage,"3568 Front St #ASan Diego, CA 92103",1982
2 Beds,1 Bath,746 sqft,"$389,000",1 Parking Spaces,"7737 Margerum Ave #102San Diego, CA 92120",1978
2 Beds,2 Baths,"1,090 sqft","$649,000",1 Car Garage,"11076 Portobelo DrSan Diego, CA 92124",1991
4 Beds,2 Baths,,"$599,750",4 Parking Spaces,"4151 Nordica StSan Diego, CA 92113",1947
3 Beds,3 Baths,"1,813 sqft","$735,000",2 Car Garage,"6108 Vista Santa CatarinaSan Diego, CA 92154",2003
3 Beds,2 Baths,"1,596 sqft","$3,500,000",Garage,"800 Prospect St #4ALa Jolla, CA 92037",1965
Studio,1 Bath,671 sqft,"$429,000",Garage,"889 Date St #442San Diego, CA 92101",2007
5 Beds,3 Baths,"1,627 sqft","$819,900",1 Car Garage,"5515 San Mateo DrSan Diego, CA 92114",1951
3 Beds,2 Baths,"1,521 sqft","$730,000",2 Car Garage,"9859 Park Crest LnSan Diego, CA 92124",1973
2 Beds,2 Baths,"1,036 sqft","$575,900",Carport,"15062 Avenida Venusto #244San Diego, CA 92128",1988
3 Beds,2 Baths,"1,522 sqft","$675,000",2 Car Garage,"931 Derby StSan Diego, CA 92114",1958
6 Beds,3 Baths,"2,583 sqft","$885,000",Garage,"3644-48 SE #TSan Diego, CA 92113",1955
3 Beds,1 Bath,"1,581 sqft","$559,000",1 Car Garage,"5290 Olvera AveSan Diego, CA 92114",1949
3 Beds,4 Baths,"3,263 sqft","$3,500,000",2 Car Garage,"1205 La Jolla Rancho RdLa Jolla, CA 92037",1986
3 Beds,4 Baths,"2,124 sqft","$1,599,000",2 Car Garage,"2622 Avella DrSan Diego, CA 92108",2020
2 Beds,3 Baths,"1,376 sqft","$825,000",1 Car Garage,"1016 F StSan Diego, CA 92101",2003
1 Bed,2 Baths,991 sqft,"$1,575,000",3 Car Garage,"1020 Prospect St #304La Jolla, CA 92037",2017
3 Beds,2 Baths,"1,280 sqft","$2,795,000",Garage,"5641 Chelsea AveLa Jolla, CA 92037",1944
4 Beds,3 Baths,"1,935 sqft","$999,000",2 Car Garage,"6965 Lalley LnSan Diego, CA 92119",1965
3 Beds,2 Baths,"1,223 sqft","$1,100,000",2 Car Garage,"3448 Vienna StSan Diego, CA 92104",1956
3 Beds,2 Baths,"1,244 sqft","$1,189,000",Garage,"4837 Mansfield StSan Diego, CA 92116",1964
4 Beds,2 Baths,"2,280 sqft","$1,099,000",Garage,"6674 Hillgrove DrSan Diego, CA 92120",1965
2 Beds,2 Baths,"2,322 sqft","$2,595,000",Garage,"877 Island Ave #1004San Diego, CA 92101",2006
2 Beds,1 Bath,752 sqft,"$775,000",Open Parking,"3684 Alexia PlSan Diego, CA 92116",1920
4 Beds,2 Baths,"1,820 sqft","$1,295,900",Garage,"3707 Georgia StSan Diego, CA 92104",1927
5 Beds,5 Baths,"4,637 sqft","$3,985,000",2 Car Garage,"13676 Mira Montana DrDel Mar, CA 92014",1983
1 Bed,2 Baths,"1,414 sqft","$726,900",Garage,"1150 J St #102San Diego, CA 92101",2005
3 Beds,2 Baths,"1,240 sqft","$769,000",Open Parking,"10658 Escobar DrSan Diego, CA 92124",1972
4 Beds,3 Baths,"2,040 sqft","$720,000",1 Car Garage,"3422 Robin StSan Diego, CA 92115",1951
,,,"$1,599,000",No Info,"1510 Copa De Oro Dr #84La Jolla, CA 92037",No Info
3 Beds,4 Baths,"1,939 sqft","$932,145+",No Info,"Plan 2 in Palmer at 3 Roots by Shea Homes-FamilySan Diego, CA 92126",2021
4 Beds,3 Baths,"1,999 sqft","$2,595,000",Garage,"550 Front St #3102San Diego, CA 92101",2005
2 Beds,2 Baths,"2,585 sqft","$3,950,000",Garage,"464 Prospect St #504La Jolla, CA 92037",2002
2 Beds,2 Baths,936 sqft,"$695,000",Garage,"4239 Cleveland Ave #6San Diego, CA 92103",1980
Studio,1 Bath,400 sqft,"$215,000",1 Carport Spaces,"871 W San Ysidro Blvd #10San Ysidro, CA 92173",1987
,,,"$449,888",No Info,"3500 Trenton Ave #0San Diego, CA 92117",No Info
5 Beds,4 Baths,"2,867 sqft","$995,000",2 Car Garage,"2430 Bartel StSan Diego, CA 92123",1960
4 Beds,4 Baths,"2,271 sqft","$5,995,000",Garage,"340 15th St #1San Diego, CA 92101",2018
4 Beds,2 Baths,"2,364 sqft","$1,775,000",2 Car Garage,"1812-14 Linwood StSan Diego, CA 92110",1960
5 Beds,4 Baths,"1,796 sqft","$725,000",2 Car Garage,"532 Maitland AveSan Diego, CA 92154",1961
4 Beds,4 Baths,"1,915 sqft","$591,848+",No Info,"Plan 5 in Solmar by Tri Pointe HomesSan Diego, CA 92154",2021
4 Beds,2 Baths,"1,400 sqft","$837,900",Garage,"4584 Virginia AveSan Diego, CA 92115",1953
2 Beds,2 Baths,"1,076 sqft","$650,000",1 Car Garage,"11969 Tivoli Park Row #3San Diego, CA 92128",1994
2 Beds,2 Baths,"1,565 sqft","$1,095,000",Garage,"3788 Park Blvd #1San Diego, CA 92103",2006
2 Beds,3 Baths,"1,321 sqft","$487,205+",No Info,"Plan 1 in Marea by Tri Pointe HomesSan Diego, CA 92154",2021
3 Beds,2 Baths,"1,434 sqft","$925,000",2 Car Garage,"7267 Golfcrest DrSan Diego, CA 92119",1970
5 Beds,2 Baths,"1,450 sqft","$1,200,000",Open Parking,"305 W San Ysidro BlvdSan Ysidro, CA 92173",1923
3 Beds,2 Baths,"1,040 sqft","$625,000",Open Parking,"502 Cochran AveSan Diego, CA 92154",1961
3 Beds,2 Baths,969 sqft,"$379,900",1 Carport Spaces,"2755 Terrace Pine Dr #DSan Diego, CA 92173",1979
2 Beds,2 Baths,"2,100 sqft","$4,350,000",1 Car Garage,"1001 Genter St #11GLa Jolla, CA 92037",1966
4 Beds,2 Baths,"1,703 sqft","$949,000",2 Car Garage,"4355 Cannington DrSan Diego, CA 92117",1965
2 Beds,2 Baths,"1,344 sqft","$2,395,000",Garage,"2500 Torrey Pines Rd #1005La Jolla, CA 92037",1973
6 Beds,6 Baths,"3,097 sqft","$2,995,000",No Info,"728-730 Bush StSan Diego, CA 92103",1930
2 Beds,3 Baths,"1,680 sqft","$799,020+",No Info,"Plan 6 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
3 Beds,2 Baths,"1,625 sqft","$1,330,000",Garage,"1199 Pacific Hwy #1605San Diego, CA 92101",2004
4 Beds,3 Baths,"1,950 sqft","$1,050,000",2 Car Garage,"4826 Cannington DrSan Diego, CA 92117",1976
2 Beds,2 Baths,"1,556 sqft","$1,325,000",2 Parking Spaces,"888 W E St #604San Diego, CA 92101",2018
2 Beds,1 Bath,582 sqft,"$2,599,999",Garage,"4073 Riviera DrSan Diego, CA 92109",1948
1 Bed,1 Bath,697 sqft,"$869,900",1 Car Garage,"4667 Ocean Blvd #106San Diego, CA 92109",1973
4 Beds,3 Baths,"2,700 sqft","$3,300,000",4 Open Spaces,"13070 Via GrimaldiDel Mar, CA 92014",1976
3 Beds,3 Baths,"1,650 sqft","$736,975+",No Info,"Plan 3 in Asana at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
,,,"$495,000",No Info,"Reynard WaySan Diego, CA 92103",No Info
2 Beds,2 Baths,"1,602 sqft","$1,998,000",Garage,"888 W E St #3005San Diego, CA 92101",2018
2 Beds,2 Baths,"1,793 sqft","$1,098,000",Garage,"3890 Nobel Dr #2003San Diego, CA 92122",1991
3 Beds,2 Baths,"1,053 sqft","$849,000",2 Car Garage,"2658 Marathon DrSan Diego, CA 92123",1959
3 Beds,3 Baths,"1,687 sqft","$539,921+",No Info,"Plan 5 in Marea by Tri Pointe HomesSan Diego, CA 92154",2021
2 Beds,2 Baths,"1,226 sqft","$480,000",1 Car Garage,"3890 Nobel Dr #1008San Diego, CA 92122",1992
1 Bed,1 Bath,726 sqft,"$329,000",1 Parking Spaces,"1357 Caminito Gabaldon #GSan Diego, CA 92108",1975
6 Beds,3 Baths,"2,040 sqft","$849,900",No Info,"2936-2938 Imperial AveSan Diego, CA 92102",2002
2 Beds,4 Baths,"1,518 sqft","$706,610+",No Info,"Plan 1 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
4 Beds,2 Baths,"1,350 sqft","$947,000",2 Car Garage,"6535 Belle Glade AveSan Diego, CA 92119",1968
3 Beds,2 Baths,"2,032 sqft","$1,799,000",Garage,"2204 Six Albatross StSan Diego, CA 92101",1910
6 Beds,4 Baths,"2,768 sqft","$850,000",2 Car Garage,"1575 Casteel Ct NESan Diego, CA 92114",1980
3 Beds,2 Baths,"1,454 sqft","$639,000",1 Carport Spaces,"17151 Ruette CampanaSan Diego, CA 92128",1975
3 Beds,2 Baths,"1,625 sqft","$1,295,000",2 Car Garage,"1199 Pacific Hwy #805San Diego, CA 92101",2004
3 Beds,3 Baths,"1,840 sqft","$1,395,000",Garage,"1431 Pacific Hwy #207San Diego, CA 92101",2009
3 Beds,4 Baths,"3,774 sqft","$5,995,000",Garage,"939 Coast Blvd #18F-GLa Jolla, CA 92037",1966
1 Bed,1 Bath,540 sqft,"$388,990",2 Parking Spaces,"4568 Kansas St #5San Diego, CA 92116",1985
,,,"$1,999,000",4 Parking Spaces,"2421-2421 Island Ave #27San Diego, CA 92102",1960
2 Beds,2 Baths,"1,181 sqft","$810,000",Garage,"500 W Harbor Dr #405San Diego, CA 92101",1994
Studio,1 Bath,718 sqft,"$400,000",1 Car Garage,"1150 J St #524San Diego, CA 92101",2005
4 Beds,3 Baths,"2,000 sqft","$925,000",Garage,"6850-52 Amherst StSan Diego, CA 92115",1950
3 Beds,3 Baths,"2,058 sqft","$2,295,000",Garage,"165 6th Ave #2703San Diego, CA 92101",2004
4 Beds,2 Baths,,"$1,099,000",Garage,"4180-4182 51st StSan Diego, CA 92105",1950
2 Beds,3 Baths,"2,306 sqft","$2,845,000",Garage,"745 Coast Blvd S #1ALa Jolla, CA 92037",1999
4 Beds,4 Baths,"3,228 sqft","$2,199,000",Garage,"2500 6th Ave #302San Diego, CA 92103",2003
2 Beds,2 Baths,"1,069 sqft","$369,900",1 Parking Spaces,"5995 Dandridge Ln #138San Diego, CA 92115",1985
4 Beds,3 Baths,"2,018 sqft","$3,000,000",2 Car Garage,"6127 Beaumont AveLa Jolla, CA 92037",1943
5 Beds,4 Baths,"2,908 sqft","$1,950,000",3 Car Garage,"10504 Corte Jardin Del MarSan Diego, CA 92130",2001
5 Beds,3 Baths,"2,590 sqft","$1,225,000",Open Parking,"1831-1833 Hermes StSan Diego, CA 92154",1961
,,,"$119,900",No Info,"6713 Aviation DrSan Diego, CA 92114",No Info
4 Beds,3 Baths,"1,785 sqft","$3,000,000",Garage,"2595 Ocean Front Walk #6San Diego, CA 92109",1976
3 Beds,3 Baths,"3,151 sqft","$3,750,000",2 Car Garage,"1325 Pacific Hwy #3403San Diego, CA 92101",2009
3 Beds,3 Baths,"1,760 sqft","$1,100,000",Garage,"4069 1st AveSan Diego, CA 92103",2004
